premise	hypothesis	label
The kids are at school.	Kids playing on the rocks with a steamboat in the background.	2
A man is sitting on his porsche.	"A man, wearing a white hate and sunglasses, is sitting in a white truck that says ""Coast Gas""."	2
A naked lady takes photos of a horse.	A Lady in a Green and Black Jacket, and Blue pants, taking a Photos of a Horse.	2
This person is in a hot air balloon	This person in a yellow kayak is riding the rapids.	2
A woman is showing her head while riding on a horse	A man in a mask in the back of a service vehicle.	2
The horse is riding gallantly through the grass.	A horse has fallen down on the green grass and the jockey riding on top is trying his hardest to not fall off.	2
The rain is pouring in the desert	A person with an orange shovel is shoveling snow.	2
Workers are sitting and riding a train.	Workers wearing orange vests stand near rail tracks.	2
A man is snowboarding.	A member of a Bergwacht team leads a sled laden with orange material while on skis as his colleague stands in the foreground.	2
A skateboarder is in his backyard wrestling with his friends.	A skateboarder is performing a grab trick while hovering above a ramp, which is located within a city.	2
a boy is playing monopoly with his brother	A young boy giving his brother a piggyback ride	2
A woman is teaching a ballet class composed of middle aged men holding white scarves.	A woman teaching a ballet class composed of small children holding colourful scarves.	2
The two boys are in their bath tub	The two boys are swimming with boogie boards.	2
A man is stealing a lady's purse at the bank.	A man in a suit with a purple striped tie talking to a lady wearing sunglasses.	2
Three girls are seated	Three girls are standing and talking to each other.	2
The people are siting down.	People are standing next to a chain link fence.	2
The men are carrying bicycles.	Two guys walking, one carrying a skateboard	2
Nobody is running	A male runner in an orange and white t-shirt and black shorts is sprinting down the track.	2
Kids are playing basketball in a pond.	Kids play in water coming up in streams out of a tiled floor with an image of a large rose on it.	2
A woman is sleeping.	A woman is in the middle of hitting a tennis ball.	2
There are hundreds of sharks on the beach.	Here is an announcement for everybody about the beach.	2
The helmet is black.	A person in a yellow helmet rock climbing while another person waits on the ground with the tether.	2
The couple are cooking in there home kitchen.	Two Asian people cooking on a grill in a park.	2
The kids are looking through a telescope.	A group of children looking at the contents of a slide through a microscope displayed on a computer screen.	2
A snake eating a mouse.	A group of men and boys look upwards at something.	2
A man shoots a rabbit.	A brown dog runs through a grassy field	2
A cat running down a beach	A black dog is digging in the snow.	2
A girl jumping rope on Mars.	A girl jumps in the air.	2
The man dropped his car keys in the sewer	Man in red jacket is opening the door while holding his car keys.	2
Some kids are burning the table down.	kids are looking at something on a table.	2
A snowman is taking photos of his friends.	A person dressed in winter clothes poses with a snowman surrounded by snow covered landscape.	2
A young boy is playing with a basketball.	Baby in running in over-sized flip-flops.	2
The kid is asleep.	kid holding handles on two wheeled object	2
Two men carry a Christmas tree.	There is a group of children getting their picture taken with presents.	2
A man is playing golf.	A man is walking in the street.	2
Two cats standing together, one is big and the other is small.	The big dog is checking out the smaller dog.	2
A boy is riding a wave on his surfboard.	A man stands speaking to a crowd of sitting people, all wearing business attire.	2
A woman sitting next to a stop sign near a rest stop bathroom outside.	A woman is standing near three stores, two have beautiful artwork and the other store has Largo written on it.	2
The man is inside the car.	An expensive car is parked in what looks like a car-wash with a man standing at the open passenger door side.	2
The two woman stood under the black umbrella.	Man and women standing under a red umbrella.	2
A man writes his sports story	Man in white sweater looks from his press box onto the pitch.	2
A man sits in a casino	Man in white sweater looks from his press box onto the pitch.	2
A man holding grapes poses for a painting.	A man holding some sort of vegetables while his wife in a red sweater stares to the side, and his daughter in a red sweater looks at the camera.	2
A man is holding apples.	A man in a market holding some very large green onions while smoking a cigarette.	2
A woman is alone at a bowling alley	A female bowler dressed in blue, with another bowler in the background, prepares to throw a ball down the lane.	2
A monkey is passing out orange juice in the middle of the forest.	Someone in a white and black polka dot outfit handing out small cartons of orange juice behind caution tape on a street.	2
A dog is sleeping on the table.	A light colored dog leaps over a hurdle.	2
A clean shaven man skateboards.	Man with beard doing skateboarding stunt	2
The woman is silent.	A woman is chatting as she drinks her coffee.	2
Two men dance together in the middle	A woman in a yellow skirt is dancing with a man in a white shirt, with another couple dancing in the background.	2
