index	premise	hypothesis	label	hypothesis_neg	neg_label	tag
201	A man and a woman sitting down laughing.	The man and woman are having a good time.	0	The man and woman are having a dreadful time.	2	antonym
202	A man and a woman sitting down laughing.	The man and woman are having a good time.	0	The man and woman are having a terrible time.	2	antonym
203	A man and a woman sitting down laughing.	The man and woman are having a good time.	0	The man and woman are having a nasty time.	2	antonym
204	Two guys on a couch, one is looking up the other is looking away with a cup in his hand.	They are not looking in the same direction.	0	They are not looking in the different direction.	2	antonym
205	A young girl in a black leotard swinging on the lower wrong of a pair of parallel bars in a gym while a young man spots her.	The young girl is wearing a black leotard	0	The old girl is wearing a black leotard	2	antonym
206	A young female gymnast, wearing a sequined royal blue and white outfit, is lifting her right leg straight up in the air.	A younger gymnast, wearing dark blue and white, has her right leg straight in the air.	0	A younger gymnast, wearing dark green and white, has her right leg straight in the air.	2	antonym
207	Young boy wearing pajamas lying down in bed and sleeping on a colorful striped pillow.	A young boy is sleeping on a pillow.	0	An old boy is sleeping on a pillow.	2	antonym
208	A young female gymnast, wearing a sequined royal blue and white outfit, is lifting her right leg straight up in the air.	A younger gymnast, wearing dark blue and white, has her right leg straight in the air.	0	A younger gymnast, wearing light blue and white, has her right leg straight in the air.	2	antonym
209	The man in the black t-shirt is trying to throw something.	The man is in a black shirt.	0	The man is in a orange shirt.	2	antonym
210	A Caucasian woman stands with her back to the camera while completing a transaction at an ATM machine.	The white woman is using an ATM machine.	0	The black woman is using an ATM.	2	antonym
211	A man wearing a black beret, black coat, and black gloves takes a picture in the middle of a crowd	A photographer dressed in black takes a picture.	0	A photographer dressed in white takes a picture.	2	antonym
212	A young woman is about to descend the stairs into a metro station.	A young lady is outside the train station	0	An old lady is outside the train station	2	antonym
213	A toddler is intrigued by a toy lego set in a bookstore.	A kid is interested in a toy.	0	A kid is uninterested in a toy.	2	antonym
214	A young japanese couple holding an umbrella walking down a street.	The young Asian couple are walking together.	0	The old Asian couple are walking together.	2	antonym
215	Two men with graying beards share a laugh while enjoying the nice weather.	Men are laughing together on a nice day.	0	Men are laughing together on a nasty day.	2	antonym
216	A red hot air balloon lands in a field among a crowd.	A hot air balloon is making a landing.	0	A cold air balloon is making a landing.	2	antonym
217	A man in a white t-shirt is holding a pair of sunglasses.	A man is wearing a white shirt.	0	A man is wearing a gray shirt.	2	antonym
218	A man in a dark jacket stands next to a man dressed in brown reaching down into a bag.	Two men in dark clothing, one is reaching into a bag.	0	Two men in light clothing, one is reaching into a bag.	2	antonym
219	A person stands between two giant statues that look like faces.	A human is standing between two large objects.	0	A human is standing between two little objects.	2	antonym
220	A person stands between two giant statues that look like faces.	A human is standing between two large objects.	0	A human is standing between two small objects.	2	antonym
221	A woman with green body paint is holding a green and blue hula hoop while her friend (also in blue and green) watches.	A woman is painted green while holding a hula hoop.	0	A woman is painted red while holding a hula-hoop.	2	antonym
222	The gentlemen with the red plaid shirt and black pants is speaking to a young lady holding a blue folder.	The gentleman is speaking to a young lady.	0	The gentleman is speaking to an old lady.	2	antonym
223	A young woman in a black skirt and boots walks by stores.	A young woman in a black skirt is walking next to nearby shops.	0	An old woman in a black skirt is walking next to nearby shops.	2	antonym
224	Two women and a man are sitting down eating and drinking various items.	A small group of people are eating and drinking together.	0	A large group of people are eating and drinking together.	2	antonym
225	A young woman in a black skirt and boots walks by stores.	A young woman in a black skirt is walking next to nearby shops.	0	A young woman in a white gray is walking next to nearby shops.	2	antonym
226	A small child with a backpack walks down a narrow road next to a painted wall.	A small child is walking on a road	0	A big child is walking on a road	2	antonym
227	A small child with a backpack walks down a narrow road next to a painted wall.	A small child is walking on a road	0	A large child is walking on a road	2	antonym
228	A young man dressed up with a yellow tie jumps against a wall and one foot is left against the wall to push away.	The young man is jumping against a wall.	0	The old man is jumping against a wall.	2	antonym
229	A blond boy stands among people in a shady setting with a large snake wrapped around his chest.	A male is surrounded with other human beings having a large snake around his chest.	0	A male is surrounded with other human beings having a small snake around his chest.	2	antonym
230	A group of Amish people, men and women, standing at a fence overlooking a forest and river.	Several people are standing outside near water.	0	Several people are standing inside near water.	2	antonym
231	A dog jumping for a Frisbee in the snow.	An animal is outside in the cold weather, playing with a plastic toy.	0	An animal is inside in the cold weather, playing with a plastic toy.	2	antonym
232	A man in a black coat and hat and a woman in a blue coat with pink hat snowshoeing on the side of a road with a stoplight in the background.	A man and woman are outside in the snow.	0	A man and woman are inside in the snow.	2	antonym
