index	premise	hypothesis	label	hypothesis_paraphrase
254	One young woman in a blue uniform helping another young woman in a blue sweatshirt with a white band around her arm.	Nobody is wearing a uniform	2	Nobody is dressed in a uniform.
255	A smiling man and a baby girl posing for photo.	A photo is being taken of a man and a baby girl.	0	A man and a baby girl are being photographed.
256	A smiling man and a baby girl posing for photo.	Bob takes his infant daughter for a family photo.	1	Bob poses with his infant daughter for a family portrait.
257	Sports team members practice and relax on a basketball court.	Sports team members are having lunch.	2	Members of the sports team are eating lunch.
258	Sports team members practice and relax on a basketball court.	Team members of a sport is relaxing after practice.	0	A sport's team members are unwinding after practice.
259	Sports team members practice and relax on a basketball court.	Team members were practicing on a basketball court while large crowd watched.	1	A large crowd watched as team members practiced on a basketball court.
260	"A sign indicates ""Dangerous Shorebreak"" on an overcast day while several people hang out on the beach."	The beach is out of water.	2	The beach is completely dry.
261	"A sign indicates ""Dangerous Shorebreak"" on an overcast day while several people hang out on the beach."	A giant wave splashes the beach.	1	A massive wave crashes onto the beach.
262	A five piece horn band all playing in a hall of what looks like a church.	There are people playing music.	0	There are people who are making music.
263	A man wearing shorts and a blue t-shirt is applying signage to the display window of an ice cream shop.	A man is putting a sign in the window.	0	A man is affixing a sign to a window.
264	Two dogs are playing together.	Two canines are having fun.	0	Two canines are having a good time.
265	A young woman talks on the phone and carries her bags while walking past some hats on display.	A woman walks through a store talking on her phone.	1	A woman walks through a store, her phone in her hand.
266	A child doing gymnastics	A child is doing gymnastics.	0	Gymnastics is being performed by a child.
267	A child doing gymnastics	A child is doing gymnastics in front of a crowd.	1	In front of a large audience, a child performs gymnastics.
268	A young girl is playing a musical instrument and singing into a microphone.	A little girl belts one out while playing the violin.	1	While playing the violin, a young girl belts out a song.
269	A young girl is playing a musical instrument and singing into a microphone.	A boy plays air guitar while lip syncing.	2	A young man performs lip syncing while playing air guitar.
270	Artist on street corner selling his artwork.	Someone is begging for money.	2	Someone has come to beg for money.
271	This is a very large vegetable stand under a white tent.	There is a fresh food market.	1	There is a market selling fresh produce.
272	This is a very large vegetable stand under a white tent.	People are eating fast food.	2	People consume fast food.
273	Three children and adults in the background, all pretend to sleep.	The people are pretending to sleep.	0	People are putting on a show of sleeping.
274	Three children and adults in the background, all pretend to sleep.	The children are playing a bedtime game with their parents.	1	The kids and their parents are playing a bedtime game.
275	A crowd in which two men are wearing Santa Claus Hats are celebrating Christmas outside of a Bank of America and a Christmas tree.	A crowd of people is celebrating Easter.	2	A large crowd is gathered to celebrate Easter.
276	Two people are sitting in a chair a lady reading and a man looking to his phone	The man and women are standing by a river.	2	The couple is standing by a river.
277	Two people are sitting in a chair a lady reading and a man looking to his phone	The people are husband and wife.	1	The couple is a husband and wife.
278	people are sitting on a bench in front of buildings.	Two mimes pretend to be sitting on benches inside a museum.	2	Two mimes pose as if they are sitting on benches in a museum.
279	people are sitting on a bench in front of buildings.	Some people are seated on a bench outside.	0	Outside, some people are sitting on a bench.
280	A man in a white shirt and baseball hat is pushing a cart carrying several bags on a street.	A man is carrying a bunch of kittens.	2	A man carries a slew of kittens.
281	A man and a child painting a post.	The father and son are repairing the sign.	1	The sign is being repaired by the father and son.
282	A man and a child painting a post.	The boy and his father making the post look better.	0	The boy and his father improving the appearance of the post.
283	White dog high jumping over some pillows.	The dog is jumping over pillows.	0	The dog is leaping from one pillow to the next.
284	White dog high jumping over some pillows.	The dog is laying down on the bed.	2	The dog has taken a seat on the bed.
285	a young girl looking down through some leaves from atop a tree.	The girl is playing hide and seek.	1	The girl is having a game of hide and seek.
286	A man in glasses and an orange shirt is sitting outside next to a table with drinks on it.	A man sits outside by a table	0	A man sits outside next to a table.
287	A team of men, three in red shirts and two others in baseball jerseys, re-surface a baseball diamond with specialized tools.	A grounds crew maintain a park.	0	A grounds crew is responsible for the upkeep of a park.
288	A group of children divided into a maroon team and a blue team playing a soccer game.	Men are playing basketball.	2	Basketball is being played by men.
289	A group of children divided into a maroon team and a blue team playing a soccer game.	Some children are playing soccer by a school.	1	Some kids are playing soccer near a school.
