index	text	text_paraphrase	label
670	Two dozen protesters greeted Mayor Tony Williams and top executives of Shell, who came to open North America #39;s first hydrogen refueling station.	Two dozen protesters greeted Mayor Tony Williams and Shell executives as they arrived to inaugurate North America's first hydrogen refuelling station.	2
671	Major League Soccer plans to start a new league to develop young players, part of its 10-year sponsorship deal with Adidas.	As part of its 10-year sponsorship agreement with Adidas, Major League Soccer intends to launch a new league to develop young players.	1
672	THE Bank of England yesterday cut its forecast for UK economic growth next year to 2.5 per cent and said inflation could be below expectations.	THE Bank of England cut its forecast for UK economic growth next year to 2.5% yesterday, warning that inflation could be lower than expected.	2
673	Indiana Pacers center Scot Pollard and forward Jonathan Bender missed Wednesday night #39;s game against the Los Angeles Clippers, adding to the team #39;s injury woes.	Indiana Pacers centre Scot Pollard and forward Jonathan Bender were both ruled out of Wednesday night's game against the Los Angeles Clippers, adding to the team's injury woes.	1
674	Intel Corp., the world #39;s biggest computer-chip maker, doubled its quarterly dividend and boosted its stock buyback program by \$11.	Intel Corp., the world's largest computer chipmaker, has doubled its quarterly dividend and increased its stock buyback programme by $11 billion.	2
676	"Like the ""war on terrorism,"" which it often intersected, President Bush's efforts against nuclear proliferation has followed many paths."	"President Bush's efforts to combat nuclear proliferation have taken many paths, similar to the ""war on terrorism,"" with which it frequently intersected."	0
677	Zimbabwe held up England #39;s charge as they battled to avert a series whitewash in the fourth one-day international in Bulawayo today.	Zimbabwe held up England's charge in the fourth one-day international in Bulawayo today, preventing a series whitewash.	1
680	HOUSTON Yao Ming #39;s 21 points and nine rebounds led the Houston Rockets to an 89-to-81 victory over the hapless New Orleans Hornets.	HOUSTON – Yao Ming scored 21 points and grabbed nine rebounds to lead the Houston Rockets to an 89-81 victory over the New Orleans Hornets.	1
681	The Steelers have all the ingredients to make a run for their fifth Super Bowl title while the NFC trots out its weakest set of challengers in memory.	The Steelers have all of the ingredients to win their fifth Super Bowl, while the NFC fielded its weakest set of challengers in recent memory.	1
682	International Space Station crewmembers this week continued research and maintenance activities and prepared for arrival of the next Progress cargo craft.	This week, the International Space Station crew continued research and maintenance activities while also preparing for the arrival of the next Progress cargo ship.	3
683	Former Cyclone Adam Haluska does in his former team as he scores 20 points to lead the Hawkeyes past Iowa State, 70-63, on Friday.	Former Cyclone Adam Haluska scores 20 points to lead the Hawkeyes to a 70-63 victory over Iowa State on Friday.	1
684	Boeing's huge Delta 4-Heavy rocket, set for lift-off on Saturday, may play a role in life after the space shuttle.	Boeing's massive Delta 4-Heavy rocket, which is scheduled to launch on Saturday, could play a role in life after the space shuttle.	3
686	India has successfully test-fired a surface-to-air missile from a site in the eastern Orissa state on Friday, a government official said on condition of anonymity.	On Friday, India successfully tested a surface-to-air missile from a site in the eastern state of Orissa, according to a government official who spoke on the condition of anonymity.	0
687	David Beckham prevented a major incident between England #39;s fired-up players and their aggrieved Spanish counterparts in Madrid, according to an England insider yesterday.	According to an England insider, David Beckham averted a major incident in Madrid between England's enraged players and their enraged Spanish counterparts.	1
688	The falling dollar reached new depths against the euro today as the dollar's status as the premier international reserve currency is growing more precarious.	The falling dollar reached new lows against the euro today, underscoring the dollar's precarious position as the world's primary reserve currency.	2
