index	word	sentence1	sentence2	start1	start2	end1	end2	label
337	narrowness	The attraction of the book is precisely its narrowness of focus.	The problem with achievement tests is the narrowness they impose on students.	44	42	54	52	1
338	go	This chair has got to go.	The policemen went from door to door looking for the suspect.	22	14	24	18	0
339	pack	You had better pack your swollen ankle with ice.	Pack the faucet.	15	0	19	4	0
340	evade	This difficult idea seems to evade her.	The con man always evades.	29	19	34	25	0
341	job	The job of repairing the engine took several hours.	I've got a job for you -- could you wash the dishes?	4	11	7	14	1
342	play	Play football.	Pele played for the Brazilian teams in many important matches.	0	5	4	11	1
343	place	A political system with no place for the less prominent groups.	A place in my heart.	27	2	32	7	1
344	tongue	She has a glib tongue.	Tongues of flame licked at the walls.	15	0	21	7	0
345	piece	It was a nice piece of work.	He needed a piece of granite.	14	12	19	17	0
346	return	They set out on their return to the base camp.	I expect the house to be spotless upon my return.	22	42	28	48	1
347	drive	We drive the turnpike to work.	Drive the forest.	3	0	8	5	0
348	line	They were arrayed in line of battle.	The cast stood in line for the curtain call.	21	18	25	22	1
349	stone	A peach stone.	You should remove the stones from prunes before cooking.	8	22	13	28	1
350	smother	Smother a yawn.	The butter cream smothered the cake.	0	17	7	26	0
351	life	Having experienced both, the vampire decided that he preferred (un)death to life.	He appointed himself emperor for life.	76	33	80	37	0
352	thing	A thing of the spirit.	A funny thing happened on the way to the ...	2	8	7	13	0
353	authority	He is an authority on corporate law.	I have the authority to penalise the staff in my department, but not the authority to sack them.	9	11	18	20	0
354	set	Set this poem to music.	To set pear trees in an orchard.	0	3	3	6	0
355	staple	Tow is flax with short staple.	Staple fibers vary widely in length.	23	0	29	6	1
356	tame	Tame the soil.	The author finally tamed some of his potentially offensive statements.	0	19	4	24	0
357	cup	He swore as the ball rimmed the cup and rolled away.	He drank a cup of coffee.	32	11	35	14	0
358	tone	He spoke in a nervous tone of voice.	He began in a conversational tone.	22	29	26	33	1
359	pull	Pull your knees towards your chin.	Pull the string gently.	0	0	4	4	1
360	break	Break a law.	Her voice broke to a whisper when she started to talk about her children.	0	10	5	15	0
361	admit	To admit evidence in the trial of a cause.	This pipe admits air.	3	10	8	16	1
362	keep	Keep count.	Keep appointments.	0	0	4	4	0
363	play	Play cards.	Gielgud played Hamlet.	0	8	4	14	0
364	number	Every number has a unique position in the sequence.	He has an unlisted number.	6	19	12	25	0
365	mother	The lioness was a mother of four cubs.	The mother of three children.	18	4	24	10	1
366	fall	Fall asleep.	They fell out of favor.	0	5	4	9	1
367	get	What did you get at the toy store?	Get someone mad.	13	0	16	3	0
368	give	I'm going to give my wife a necklace for her birthday.	Give a course.	13	0	17	4	0
369	draw	Draw a chicken.	The participants in the experiment were drawn from a representative population.	0	40	4	45	0
370	treatment	The change is due largely to the increased availability of antiretroviral treatment.	Cancer survivors who got radiation treatments as children have nearly twice the risk of developing diabetes as adults.	74	35	83	45	1
371	cast	Pottery of this cast was found throughout the region.	The delicate cast of his features.	16	13	20	17	0
372	interest	Victorian furniture is an interest of mine.	In the common interest.	26	14	34	22	0
373	break	Twigs break off of those branches easily.	The newsman wanted to break a big story, something that would make him famous.	6	22	11	27	0
374	ensure	This nest egg will ensure a nice retirement for us.	Our exertions ensured us a good outcome.	19	14	25	21	1
375	plane	Any line joining two points on a plane lies wholly on that plane.	We will refer to the plane of the graph as the X-Y plane.	33	21	38	26	1
376	admit	We can not admit non-members into our club building.	She admitted us.	11	4	16	12	1
377	implement	Implement a procedure.	He implemented a new economic plan.	0	3	9	14	0
378	carry	To carry the war from Greece into Asia.	The jar carries wine.	3	8	8	15	0
379	stick	Stick your thumb in the crack.	Stick some feathers in the turkey before you serve it.	0	0	5	5	0
380	sack	He got the sack for being late all the time.	The boss is gon na give her the sack today.	11	32	15	36	1
381	have	I don't have any money left.	I have two years left.	8	2	12	6	1
382	run	A daily run of 100,000 gallons of paint.	Yesterday we did a run of 12,000 units.	8	19	11	22	1
383	stuff	The trunk was full of stuff.	He didn't want his pockets to bulge so he was walking around with all his stuff in his hands.	22	74	27	79	1
384	clarify	Clarify beer.	Clarify the butter.	0	0	7	7	1
385	raise	We visited a farm where they raise chickens.	A few important questions were raised after the attack.	29	31	34	37	0
386	turn	In Vermont, the leaves turn early.	Ivory turns well.	23	6	27	11	0
387	block	He held a large block of the company's stock.	The pyramids were built with large stone blocks.	16	41	21	47	0
388	have	I have two sisters.	How many cars does she have?	2	23	6	27	1
389	care	I really care about my work.	I don't care.	9	8	13	12	1
390	know	She doesn't know this composer.	I know him under a different name.	12	2	16	6	1
391	limitation	The lawyer obtained impunity by dragging his obviously guilty client's case beyond the 10 years limitation.	Statute of limitations.	96	11	106	22	1
392	catch	The fashion did not catch.	He caught the allusion in her glance.	20	3	25	9	0
393	raise	We visited a farm where they raise chickens.	Chew with your mouth shut -- were you raised in a barn?	29	38	34	44	1
394	put	Put your ideas in writing.	That song put me in awful good humor.	0	10	3	13	1
395	catch	Did you catch that allusion?	If he catches you on the chin, you'll be on the mat.	8	6	13	13	0
396	disband	The president wanted to disband the scandal-plagued agency.	The principal disbanded the political student organization.	24	14	31	23	1
397	carry	You must carry your camping gear.	Amanda carried the package from home.	9	7	14	14	1
398	connect	The new railroad will connect the northern part of the state to the southern part.	My computer connected to his computer.	22	12	29	21	1
399	preparation	The resolution of one dissonance is often the preparation for another dissonance.	Preparations for the ceremony had begun.	46	0	57	12	0
400	shame	The teenager couldn't bear the shame of introducing his parents.	One mistake brought shame to all his family.	31	20	36	25	1
401	finance	Can we finance the addition to our home?	He financed his home purchase through a local credit union.	7	3	14	11	1
402	save	This will save money.	This will save you a lot of time.	10	10	14	14	1
403	leave	Leave lots of time for the trip.	At what time does your train leave?	0	29	5	34	0
404	blow	To blow a horse.	Blow now!	3	0	7	4	0
405	beat	Beat the subway fare.	Beat a path through the forest.	0	0	4	4	0
406	furniture	The woman does not even have one stick of furniture moved in yet.	There was only one piece of furniture in the room.	42	28	51	37	1
407	cut	The sweat cut little rivulets into her face.	Cut a movie scene.	10	0	13	3	0
408	color	She used a different color for the trim.	A white color is made up of many different wavelengths of light.	21	8	26	13	0
409	folk	They're just country folk.	Lots of folks like to travel during the holidays.	21	8	25	13	1
410	hegemony	The consolidation of the United States' hegemony over a new international economic system.	To say they have priority is not to say they have complete hegemony.	40	59	48	67	1
411	leave	A ten day's leave to visit his mother.	She was granted leave to speak.	12	16	17	21	0
412	post	It came by the first post.	If you hurry you'll catch the post.	21	30	25	34	1
413	draw	Draw on a cigarette.	Draw wire.	0	0	4	4	0
414	formula	He gave us a general formula for attacking polynomials.	X = \frac -b \pm \sqrtb^2-4ac2a is a formula for finding the roots of the quadratic equation ax2 + bx + c = 0.	21	37	28	44	0
415	tap	Tap beer in a bar.	Tap an M3 thread all the way through the hole.	0	0	3	3	0
416	resign	He had no choice but to resign the game and let his opponent become the champion.	After fighting for so long, she finally resigned to her death.	24	40	30	48	1
417	train	Unfortunately, the leading bridesmaid stepped on the bride's train as they were walking down the aisle.	The bride's train was carried by her two young nephews.	61	12	66	17	1
418	order	The machine is now in working order.	A friend in New Mexico said that the order caused no trouble out there.	30	37	35	42	0
419	post	To post someone for cowardice.	Post a warning.	3	0	7	4	1
420	touch	The two buildings touch.	Are you all right? You've hardly touched your lunch.	18	33	23	40	0
421	series	The Post Office issued a series commemorating famous American entertainers.	His coin collection included the complete series of Indian-head pennies.	25	42	31	48	1
422	air	The flock of birds took to the air.	Open a window and let in some air.	31	30	34	33	1
423	voice	The voice of experience.	The wee small voice of conscience.	4	14	9	19	1
424	feeling	I had a strange feeling in my leg.	She had a feeling of euphoria.	16	10	23	17	0
425	save	I'll save you the trouble.	This move will save money.	5	15	9	19	0
426	remove	Remove a case to another court.	Doug removed the smudges.	0	5	6	12	0
427	situation	No human situation is simple.	The dangerous situation developed suddenly.	9	14	18	23	1
428	play	Play games.	He plays on three teams.	0	3	4	8	1
429	head	A reduction in the assessment per head of sheep.	He was at the head of the column.	34	14	38	18	0
430	comfort	His friendship was a comfort.	A padded chair was one of the room's few comforts.	21	41	28	49	1
431	ulteriority	His stories were too susceptible to ulteriority.	Their conversation was limited to ulteriorities.	36	34	47	47	1
432	leave	Leave the room.	She wants to leave.	0	13	5	18	0
433	scrub	Engineers had to scrub the satellite launch due to bad weather.	We had to scrub our vacation plans.	17	10	22	15	1
434	floor	Many sunken ships rest on the ocean floor.	The floor of the cave.	36	4	41	9	1
435	fall	The line of men fall forward.	The most difficult task fell on the youngest member of the team.	16	24	20	28	0
436	control	Under control.	He had lost control of his sphincters.	6	12	13	19	0
437	length	A length of tubing.	A length of timber.	2	2	8	8	1
438	follow	These people still follow the laws of their ancient religion.	Follow the road.	19	0	25	6	0
439	focus	If you're going to beat your competitors, you need to focus.	We focused on what he wanted.	54	3	59	10	1
440	pay	Crime doesn't pay.	He paid me 5000 pounds for the car.	14	3	17	7	0
441	make	Make lead into gold.	How much do you make a month in your new job?	0	16	4	20	0
442	development	What a revolting development!	Recent developments in Iraq.	17	7	28	19	1
443	pack	To pack goods in a box.	Crowds packed the stands.	3	7	7	13	1
444	mechanism	The mechanism of the ear.	The mechanism of infection.	4	4	13	13	1
445	charge	I need to charge my car battery.	The teacher charged the children to memorize the poem.	10	12	16	19	0
446	teach	Can you teach me to sew?	I taught them French.	8	2	13	8	1
447	life	City life.	Get a life.	5	6	9	10	1
448	use	Use your head!	Use the plastic bags to store the food.	0	0	3	3	1
449	time	He waited a long time.	He had a time holding back the tears.	17	9	21	13	0
