index	word	sentence1	sentence2	label	originated_idx	start1	start2	end1	end2
294	term	The term allowed to a debtor to discharge his debt.	He left school before the end of term.	1	1642|3918	4	33	8	37
295	term	The term allowed to a debtor to discharge his debt.	A prison term.	1	1642|5274	4	9	8	13
296	term	Mid term goals.	The term allowed to a debtor to discharge his debt.	1	2034|1556	4	4	8	8
297	term	Mid term goals.	The general term of an algebraic equation of the n-th degree.	0	2034|2547	4	12	8	16
298	term	Mid term goals.	He was sentenced to a term of six years in prison.	1	2034|5274	4	22	8	26
299	term	Mid term goals.	He left school before the end of term.	1	2034|4116	4	33	8	37
300	term	He left school before the end of term.	The general term of an algebraic equation of the n-th degree.	0	3918|298	33	12	37	16
301	term	He left school before the end of term.	Mid term goals.	1	4116|2034	33	4	37	8
302	replace	The insurance will replace the lost income.	Mary replaced Susan as the team's captain and the highest-ranked player in the school.	0	1838|3624	19	5	26	13
303	replace	Replace the book on the shelf after you have finished reading it.	This antique vase can never be replaced.	0	3419|1176	0	31	7	39
304	replace	Replace the book on the shelf after you have finished reading it.	We need to replace the secretary that left a month ago.	0	3419|1838	0	11	7	18
305	replace	Replace the book on the shelf after you have finished reading it.	He replaced the old razor blade.	0	3419|2566	0	3	7	11
306	replace	We need to replace the secretary that left a month ago.	The insurance will replace the lost income.	1	4987|2566	11	19	18	26
307	trend	The trend of the stock market.	Not openly liberal but that is the trend of the book.	0	1217|1471	4	35	9	40
308	trend	Not openly liberal but that is the trend of the book.	The upward trend of stock-market prices.	0	4678|1217	35	11	40	16
309	trend	Not openly liberal but that is the trend of the book.	The trend of a coastline.	0	4678|2175	35	4	40	9
310	submission	What was the date of submission of your proposal?	The union was brought into submission.	0	3373|1092	21	27	31	37
311	classify	How would you classify these pottery shards -- are they prehistoric?	"Should we classify ""make up"" as an idiom or as a phrasal verb?"	1	2601|3072	14	10	22	18
312	place	Do you want to come over to my place later?	A place in my heart.	0	0|343	31	2	36	7
313	place	Do you want to come over to my place later?	He has a special place in my thoughts.	0	0|2306	31	17	36	22
314	place	A political system with no place for the less prominent groups.	He comes from a place near Chicago.	0	343|2292	27	16	32	21
315	place	A political system with no place for the less prominent groups.	He put the lamp back in its place.	0	343|1022	27	28	32	33
316	place	A political system with no place for the less prominent groups.	This is a nice place for a picnic.	0	343|1950	27	15	32	20
317	place	If you were in my place what would you do?	A place in my heart.	0	697|343	18	2	23	7
318	place	He put the lamp back in its place.	A political system with no place for the less prominent groups.	0	1022|343	28	27	33	32
319	place	He has a special place in my thoughts.	Do you want to come over to my place later?	0	1500|5045	17	31	22	36
320	place	This is a nice place for a picnic.	He has a special place in my thoughts.	0	1950|4779	15	17	20	22
321	place	This is a nice place for a picnic.	A political system with no place for the less prominent groups.	0	1950|343	15	27	20	32
322	place	He overstepped his place.	A place in my heart.	0	2040|343	19	2	24	7
323	place	He overstepped his place.	He has a special place in my thoughts.	0	2040|2306	19	17	24	22
324	place	A political system with no place for the less prominent groups.	Your place or mine?	0	2306|1500	27	5	32	10
325	place	A political system with no place for the less prominent groups.	If you were in my place what would you do?	0	2306|2720	27	18	32	23
326	place	He lost his place on the page.	A place in my heart.	0	2605|343	12	2	17	7
327	place	He lost his place on the page.	He has a special place in my thoughts.	0	2605|2306	12	17	17	22
328	place	A place in my heart.	Your place or mine?	0	4779|1500	2	5	7	10
329	place	A place in my heart.	He put the lamp back in its place.	0	4779|2235	2	28	7	33
330	place	A place in my heart.	A political system with no place for the less prominent groups.	1	4779|2306	2	27	7	32
331	place	A place in my heart.	If you were in my place what would you do?	0	4779|2720	2	18	7	23
332	place	Do you want to come over to my place later?	A woman's place is no longer in the kitchen.	0	5045|4270	31	10	36	15
333	place	Do you want to come over to my place later?	If you were in my place what would you do?	0	5045|4938	31	18	36	23
334	direction	He checked the direction and velocity of the wind.	He had no direction in his life.	0	732|3037	15	10	24	19
335	direction	They proposed a new direction for the firm.	Keep going in the same direction.	0	3552|732	20	23	29	32
336	shock	The first shock of the earthquake came shortly after noon while workers were at lunch.	He had an unruly shock of black hair.	0	595|1664	10	17	15	22
337	shock	The first shock of the earthquake came shortly after noon while workers were at lunch.	The armies met in the shock of battle.	0	595|3965	10	22	15	27
338	shock	He had an unruly shock of black hair.	The first shock of the earthquake came shortly after noon while workers were at lunch.	0	1664|595	17	10	22	15
339	shock	The armies met in the shock of battle.	The first shock of the earthquake came shortly after noon while workers were at lunch.	0	3965|595	22	10	27	15
340	orbit	He's out of my orbit.	In the post WWII era, several eastern European countries came into the orbit of the Soviet Union.	0	777|4628	15	71	20	76
341	orbit	The Moon's orbit around the Earth takes nearly one month to complete.	In the post WWII era, several eastern European countries came into the orbit of the Soviet Union.	0	812|4628	11	71	16	76
342	deal	He's a master of the business deal.	He rose to prominence through a series of shady deals.	0	3327|964	30	48	34	53
343	deal	We need to finalise the deal with Henderson by midnight.	He rose to prominence through a series of shady deals.	0	4884|964	24	48	28	53
344	deal	We need to finalise the deal with Henderson by midnight.	He's a master of the business deal.	1	4884|3327	24	30	28	34
345	coordinate	Coordinate his actions with that of his colleagues.	Coordinate our efforts.	1	3466|2464	0	0	10	10
346	love	He has a very complicated love life.	Their love left them indifferent to their surroundings.	0	1985|3942	26	6	30	10
347	love	Their love left them indifferent to their surroundings.	He has a very complicated love life.	0	3942|1985	6	26	10	30
348	floor	Many sunken ships rest on the ocean floor.	The pit floor showed where a ring of post holes had been.	1	434|1306	36	8	41	13
349	floor	Many sunken ships rest on the ocean floor.	The floor of a cave served the refugees as a home.	1	434|4328	36	4	41	9
350	floor	The room has a wooden floor.	The fire spared the forest floor.	0	827|3592	22	27	27	32
351	floor	The floor of the cave.	Many sunken ships rest on the ocean floor.	1	1306|3859	4	36	9	41
352	floor	The floor of the cave.	The floor of the pelvis.	1	1306|5263	4	4	9	9
353	floor	The floor of the cave.	The room has a wooden floor.	0	1306|5318	4	22	9	27
354	floor	The floor of the pelvis.	Many sunken ships rest on the ocean floor.	1	1565|1916	4	36	9	41
355	floor	The floor of the pelvis.	They needed rugs to cover the bare floors.	0	1565|3216	4	35	9	41
356	floor	The floor of the pelvis.	The pit floor showed where a ring of post holes had been.	1	1565|2718	4	8	9	13
357	floor	The whole floor complained about the lack of heat.	We spread our sleeping bags on the dry floor of the tent.	0	1843|827	10	39	15	44
358	floor	The whole floor complained about the lack of heat.	They needed rugs to cover the bare floors.	0	1843|2026	10	35	15	41
359	floor	The floor of a cave served the refugees as a home.	The floor of the cave.	1	1916|434	4	4	9	9
360	floor	The floor of a cave served the refugees as a home.	The floor of the pelvis.	1	1916|3471	4	4	9	9
361	floor	The floor of a cave served the refugees as a home.	The pit floor showed where a ring of post holes had been.	1	1916|3859	4	8	9	13
362	floor	The room has a wooden floor.	The floor of a cave served the refugees as a home.	0	2026|3216	22	4	27	9
363	floor	The pit floor showed where a ring of post holes had been.	They needed rugs to cover the bare floors.	0	2718|3216	8	35	13	41
364	floor	The pit floor showed where a ring of post holes had been.	The floor of the cave.	1	2718|4328	8	4	13	9
365	floor	The floor of a cave served the refugees as a home.	The room has a wooden floor.	0	3216|2026	4	22	9	27
366	floor	Many sunken ships rest on the ocean floor.	He is a floor trader.	0	3471|4122	36	8	41	13
367	floor	The fire spared the forest floor.	We spread our sleeping bags on the dry floor of the tent.	0	3650|827	27	39	32	44
368	floor	The fire spared the forest floor.	They needed rugs to cover the bare floors.	0	3650|2026	27	35	32	41
369	floor	The floor of the cave.	They needed rugs to cover the bare floors.	0	4328|3216	4	35	9	41
370	floor	The pit floor showed where a ring of post holes had been.	He is a floor trader.	0	5263|4122	8	8	13	13
371	floor	The pit floor showed where a ring of post holes had been.	We spread our sleeping bags on the dry floor of the tent.	0	5318|827	8	39	13	44
372	year	This Chinese year is the year of the Rooster.	A normal year has 365 full days, but there are 366 days in a leap year.	1	572|1435	13	9	17	13
373	year	This Chinese year is the year of the Rooster.	In the year 1920.	1	572|3527	13	7	17	11
374	year	A normal year has 365 full days, but there are 366 days in a leap year.	In the year 1920.	1	1435|3527	9	7	13	11
375	year	A normal year has 365 full days, but there are 366 days in a leap year.	I was born in the year 1950.	1	2517|4435	9	18	13	22
376	year	I was born in the year 1950.	She is 4 years old.	1	3979|1435	18	9	22	14
377	year	I was born in the year 1950.	This Chinese year is the year of the Rooster.	1	3979|2517	18	13	22	17
378	year	I was born in the year 1950.	In the year 1920.	1	3979|231	18	7	22	11
379	set	Set up an experiment.	To set glass in a sash.	0	678|2404	0	3	3	6
380	set	Set up an experiment.	Set the dogs on the scent of the missing children.	0	678|2412	0	0	3	3
381	set	Set up an experiment.	Set the tray down.	0	678|4963	0	0	3	3
382	set	Set the table.	To set a precious stone in a border of metal.	0	2404|5152	0	3	3	6
383	set	The film is set in Africa.	Set the table.	0	3635|678	12	0	15	3
384	set	The subjects' set led them to solve problems the familiar way and to overlook the simpler solution.	The sets were meticulously authentic.	0	4267|1390	14	4	17	8
385	set	The subjects' set led them to solve problems the familiar way and to overlook the simpler solution.	A set of tools.	0	4267|4977	14	2	17	5
386	set	A set of teeth.	A set of golf clubs.	1	4916|3590	2	2	5	5
387	rate	The literacy rate.	He works at a great rate.	0	2737|2834	13	20	17	24
388	conflict	This form of conflict is essential to Mann's writing.	His conflict of interest made him ineligible for the post.	0	691|1859	13	4	21	12
389	conflict	The familiar conflict between Republicans and Democrats.	A conflict of loyalties.	0	1849|1859	13	2	21	10
390	conflict	His conflict of interest made him ineligible for the post.	This form of conflict is essential to Mann's writing.	0	1859|691	4	13	12	21
391	conflict	His conflict of interest made him ineligible for the post.	The conflict between the government and the rebels began three years ago.	0	1859|2479	4	4	12	12
392	conflict	The conflict between the government and the rebels began three years ago.	His conflict of interest made him ineligible for the post.	0	2479|1859	4	4	12	12
393	conflict	"""The harder the conflict the more glorious the triumph"" -- Thomas Paine."	He was immobilized by conflict and indecision.	0	5235|543	16	22	24	30
394	conflict	"""The harder the conflict the more glorious the triumph"" -- Thomas Paine."	I wanted to attend the meeting but there's a conflict in my schedule that day.	0	5235|1367	16	45	24	53
395	conflict	"""The harder the conflict the more glorious the triumph"" -- Thomas Paine."	A conflict of loyalties.	0	5235|2479	16	2	24	10
396	tendency	Fabric with a tendency to shrink.	A tendency to be too strict.	0	1133|2896	14	2	22	10
397	tendency	A tendency to be too strict.	Fabric with a tendency to shrink.	0	2896|1133	2	14	10	22
398	luck	The luck of the Irish.	It was my good luck to be there.	0	1731|4468	4	15	8	19
399	luck	It was my good luck to be there.	The luck of the Irish.	0	4468|1731	15	4	19	8
400	luck	Gilbert had some bad luck yesterday -- he got pick-pocketed and lost fifty dollars.	Bad luck caused his downfall.	1	4714|4485	21	4	25	8
401	mount	Mount a theater production.	Mount an attack.	1	3809|3574	0	0	5	5
402	play	This speech didn't play well with the American public.	Pele played for the Brazilian teams in many important matches.	0	104|342	19	5	23	11
403	play	This speech didn't play well with the American public.	He plays on three teams.	0	104|753	19	3	23	8
404	play	This speech didn't play well with the American public.	Play cards.	0	104|1286	19	0	23	4
405	play	This speech didn't play well with the American public.	We played hockey all afternoon.	0	104|1961	19	3	23	9
406	play	Play football.	Play sports.	1	342|911	0	0	4	4
407	play	Play football.	Play games.	1	342|3452	0	0	4	4
408	play	Play football.	Play water from a hose.	0	342|4758	0	0	4	4
409	play	Play games.	Play with her feelings.	0	428|725	0	0	4	4
410	play	Play games.	Play football.	1	428|753	0	0	4	4
411	play	Play games.	Play cards.	1	428|4787	0	0	4	4
