index	index	label	sentence1	sentence2
156	156	1	The report was found last week tucked inside a training manual that belonged to Hicks .	The report was found Oct. 23 , tucked inside an old three-ring binder not related to the investigation .
157	157	0	Among CNN viewers , 29 percent said they were Republicans and 36 percent called themselves conservatives .	Among Fox viewers , 41 percent describe themselves as Republicans , 24 percent as Democrats and 30 percent as Independents .
158	158	1	Muslim immigrants have used the networks _ which rely on wire transfers , couriers and overnight mail _ to send stashes of cash overseas to their families .	Muslim immigrants have used the networks - which rely on wire transfers , couriers and overnight mail - to send cash to their families overseas .
159	159	1	Also arrested Friday was Claudia Carrizales de Villa , 34 , a citizen of Mexico residing in the border city of Harlingen , Texas .	Also arrested Friday was Claudia Carrizales de Villa , 34 , a Mexican citizen who lives in Harlingen .
160	160	1	""" We condemn and denounce the Governing Council , which is headed by the United States , "" Moqtada al-Sadr said ."	""" We condemn the Governing Council headed by the United States , "" Muqtada al Sadr said in a sermon at a mosque ."
161	161	1	Mrs. Boncyk 's husband , Wayne , had taken the family 's only car to work , so she and the children had to catch a ride with neighbors .	Mrs Boncyk 's husband , Wayne , had taken the family car to work , so his wife and children had to ride with neighbours .
162	162	1	The dispute has led Ukrainian president Leonid Kuchma to cut short a state visit to Latin America .	Ukrainian President Leonid Kuchma today cut short a visit to Latin America as a bitter border wrangle between Ukraine and Russia deteriorates further .
163	163	1	The overall box office soared , with the top 12 movies grossing $ 157.1 million , up 52 percent from a year ago .	For the weekend , the top 12 movies grossed $ 157.1 million , up 52 percent from the same weekend a year earlier .
164	164	1	Platinum prices soared to 23-year highs earlier this year after U.S. President George W. Bush proposed investing $ 1.2 billion for research on fuel cell-powered vehicles .	Platinum prices soared to 23-year highs earlier this year after President Bush ( news - web sites ) proposed investing $ 1.2 billion for research on fuel cell-powered vehicles .
165	165	1	""" Nobody really knows what happened there except for me and the guard , and I can assure you that what he said happened didn 't happen , "" Kaye said ."	""" Nobody really knows what happened except me and that guard , "" Kaye said , "" and I can assure you that what he said happened didn 't happen . """
166	166	0	Shares of Corixa fell 12 cents to $ 6.88 on the Nasdaq stock market .	Shares of Corixa fell 12 cents to $ 6.88 as of 3 : 59 p.m.
167	167	1	A federal grand jury and the Securities and Exchange Commission were looking into how the company allocated shares of initial public stock offerings .	At the time federal investigators were looking into how CFSB allocated shares of initial public stock offerings .
168	168	0	US authorities have said the council would include 20 to 25 members .	Qanbar said the council members would possibly elect a chairman later Sunday .
169	169	1	October heating oil ended down 0.41 cent to 70.74 cents a gallon .	October heating oil futures settled .85 cent lower at 69.89 cents a gallon .
170	170	1	By 2007 , antivirus solutions will carry a worldwide price tag double that of 2002 : $ 4.4 billion .	By 2007 , antivirus solutions will carry a worldwide price tag of $ 4.4 billion--double that of five years earlier .
171	171	0	The Securities and Exchange Commission filed a civil fraud suit against the teen in Boston .	The Securities and Exchange Commission brought a related civil case on Thursday .
172	172	1	ConAgra shares closed Monday at $ 21.63 a share , down 11 cents , on the New York Stock Exchange .	ConAgra stock closed Monday on the New York Stock Exchange at $ 21.63 a share , down 11 cents .
173	173	1	One of the features is the ability to delete data on a handheld device if a user loses or locks down the device .	One of the features is the ability to delete data on a handheld device or lock down the device should a user lose it .
174	174	1	"Byrne says he got carried away with PowerPoint and just "" started making stuff . """	""" I just got carried away and started making stuff , "" Byrne said ."
175	175	1	"Georgia cannot afford to not get funding , "" said county health director Dr. Melinda Rowe ."	"Georgia cannot afford to not get funding , "" said Dr. Melinda Rowe , Chatham County 's health director ."
176	176	1	Handspring 's shareholders will receive 0.09 Palm shares ( and no shares of PalmSource ) for each share of Handspring common stock they own .	Handspring shareholders will get 0.09 shares of the parent company , Palm , Inc . , for each share of Handspring common stock they currently own .
177	177	1	Microsoft 's stock was up 50 cents , to $ 28.34 a share in New York yesterday .	Shares of Microsoft rose 50 cents Friday to close at $ 28.34 a share on the Nasdaq Stock Market .
178	178	1	On average the students suffered at least one of the 13 symptoms between three and 11 times in the last year .	Based on having at least one of the symptoms , most students had been hung over between three and 11 times in the previous year .
179	179	1	Tibco has used the Rendezvous name since 1994 for several of its technology products , it said .	Tibco has used the Rendezvous name since 1994 for several of its technology products , according to the Palo Alto , California company .
180	180	1	Several thousand 3rd Infantry troops , including the 3rd Brigade Combat Team based at Fort Benning in Columbus , Ga . , began returning last week .	A few thousand troops , most from the division 's 3rd Brigade Combat Team based at Fort Benning in Columbus , began returning last week , with flights continuing through Friday .
181	181	1	European Central Bank President Wim Duisenberg said in a televised interview that it was too soon to discuss further interest rate cuts in the euro zone .	In a televised interview on Wednesday , ECB President Wim Duisenberg said it was too soon to discuss further interest rate cuts in the 12-nation euro zone .
182	182	1	Teen-agers at high schools where condoms are available are no more likely to have sex than other teens , a study says .	Teenagers at high schools where condoms were available were no more likely to have sex than other teens , a study published Wednesday finds .
183	183	1	And Thursday , a former Intel exec blasted wireless as too insecure , too complicated , and too difficult to install .	Later in the day , however , a former Intel executive turned the tables in a speech where he blasted wireless as being too complicated and too difficult to install .
184	184	1	He is charged in three bombings in Atlanta including a blast at the 1996 Olympics and one in Alabama .	He is charged in three bombings in Atlanta _ including a blast at the 1996 Olympics _ along with the bombing in Alabama .
