index	passage	question	label	question_paraphrase
2135	Italy–Switzerland border -- The border between the modern states of Switzerland and Italy extends to 744 km, from the French-Swiss-Italian tripoint at Mont Dolent in the west to the Austrian-Swiss-Italian tripoint near Piz Lad in the east. Much of the border runs across the High Alps, rising above 4,600 meters as it passes east of Dufourspitze, but it also descends to the lowest point in Switzerland as it passes Lago Maggiore below 200 meters.	is there a border between switzerland and italy?	1	Is it possible to cross the border between Switzerland and Italy?
1625	Black garlic -- Black garlic can be eaten alone, on bread, or used in soups, sauces, crushed into a mayonnaise or simply tossed into a vegetable dish. A vinaigrette can be made with black garlic, sherry vinegar, soy, a neutral oil, and Dijon mustard. Its softness increases with water content.	is japanese black garlic supposed to be mushy?	1	Is it normal for Japanese black garlic to be mushy?
2631	Tongue splitting -- The tongue generally heals in 1--2 weeks, during which time the person may have difficulty with speech or their normal dietary habits. Splitting is reversible but the reversal is even more painful than the tongue splitting procedure.	can you put a split tongue back together?	1	Is it possible to reattach a split tongue?
587	Boost Mobile -- At the 2010 Consumer Electronics Show, Boost Mobile announced it would begin to offer a new unlimited plan using Sprint's CDMA network, costing $50 a month. For $10 more, Boost also offered an unlimited plan for the BlackBerry Curve 8830. Sprint would also acquire fellow prepaid wireless provider Virgin Mobile USA in 2010--both Boost and Virgin Mobile would be re-organized into a new group within Sprint, encompassing the two brands and other no-contract phone services offered by the company.	is boost mobile and virgin mobile the same?	1	Is there a difference between boost mobile and virgin mobile?
2138	United States Passport Card -- The U.S. Passport Card is the de facto national identification card of the United States and a limited travel document issued by the federal government of the United States in the size of a credit card. Like a U.S. passport book, the passport card is only issued to U.S. citizens and U.S. nationals exclusively by the U.S. Department of State and is compliant to the standards for identity documents set by the REAL ID Act and can be used as proof of U.S. citizenship. The passport card's intended primary purpose is for identification and to allow cardholders to travel by domestic air flights within the United States and to enter and exit the United States via land and sea between member states of the Western Hemisphere Travel Initiative (WHTI). However, the passport card cannot be used for international air travel.	can you travel internationally with a passport card?	0	Can a passport card be used to travel internationally?
1133	Law of New York (state) -- The Constitution of New York is the foremost source of state law. The legislation of the New York State Legislature is published in the official Laws of New York and codified in the Consolidated Laws of New York. State agency rules and regulations are promulgated in the New York State Register and compiled in the New York Codes, Rules and Regulations. Because New York is a common law state, every opinion, memorandum, and motion sent by the Court of Appeals and the Appellate Division of the Supreme Court is published in the New York Reports and Appellate Division Reports, respectively, and selected opinions of the trial courts and Supreme Court appellate terms are published in the Miscellaneous Reports. Each local government may also adopt local laws, and counties, cities, and towns may promulgate ordinances.	is new york state a common law state?	1	Is the state of New York a common law state?
2632	List of Steven Universe episodes -- Steven Universe is an American animated television series created by Rebecca Sugar for Cartoon Network. The series revolves around Steven Universe (voiced by Zach Callison), who protects his hometown of Beach City alongside Garnet (voiced by Estelle), Amethyst (voiced by Michaela Dietz) and Pearl (voiced by Deedee Magno Hall), three magical alien guardians known as the Crystal Gems. The series was renewed for a fourth and fifth season on March 30, 2016. On July 21, 2018, it was announced that a Steven Universe television film, Steven Universe: The Movie, was in production.	will there be a season 5 of steven universe?	1	Is there going to be a fifth season of Steven Universe?
1628	Quantum mechanics -- Quantum mechanics (QM; also known as quantum physics, quantum theory, the wave mechanical model, or matrix mechanics), including quantum field theory, is a fundamental theory in physics which describes nature at the smallest scales of energy levels of atoms and subatomic particles.	are quantum mechanics and quantum physics the same?	1	Is quantum mechanics the same as quantum physics?
589	Berlin Station (TV series) -- A ten-episode first season premiered on Epix on October 16, 2016. On November 17, 2016, Epix renewed Berlin Station for a second season, originally planned to contain ten episodes, which premiered on October 15, 2017 and concluded a nine-episode-season-run on December 3, 2017. On December 6, 2017, Epix renewed the series for a third season, which is scheduled to premiere on December 3, 2018.	is there a 3rd season of berlin station?	1	Is there going to be a third season of Berlin Station?
115	Parent-in-law -- A parent-in-law is a person who has a legal affinity with another by being the parent of the other's spouse. Many cultures and legal systems impose duties and responsibilities on persons connected by this relationship. A person is a son-in-law or daughter-in-law to the parents of the spouse, who are in turn also the parents of those sisters-in-law and brothers-in-law (if any) who are siblings of the spouse (as opposed to spouses of siblings). Together the members of this family affinity group are called the in-laws.	is a father in law considered a relative?	1	Is a father-in-law regarded as a relative?
