index	label	sentence1	sentence2
254	1	Seasonal Affective Disorder (SAD) is a worldwide disorder.	For others, in the northern hemisphere, judgment may be a little off due to Seasonal Affective Disorder (SAD), which is often at its peak in the weeks following the shortest hours of daylight.
255	1	Piech got nationalistic in his accusations.	Mr Piech dismissed suggestions that VWs actions in hiring away Mr Lopez and his seven colleagues from GM had caused widespread dismay in German industry, and was at odds with the style of German business.
256	1	Dick Cheney was the chief of the Justice Department.	Last week's release of long-secret Justice Department interrogation memorandums has given rise to starkly opposing narratives about what, if anything, was gained by the C.I.A.'s use of waterboarding, wall-slamming and other physical pressure to shock and intimidate Qaeda operatives. Senior Bush administration officials, led by Vice President Dick Cheney and cheered by many Congressional Republicans, are fighting a rear-guard action in defense of their record. Only by using the harshest methods, they insist, did the intelligence agency get the information it needed to round up Qaeda killers and save thousands of American lives.
257	1	Smriti Kana Saha of Ranjat village is part of the Middle Andaman Island.	"""The aftershocks were less in the past two months, but it seems to be starting again. We are really worried about the fate of these islands,"" Smriti Kana Saha of Ranjat village in the Middle Andaman Island told Reuters by phone."
259	1	The Portuguese Navy has 58 submarines.	The order is worth EUR 58 million and handover of the submarines to the Portuguese navy is scheduled for 2010. The contract also includes an option for the same equipment to be built into a third submarine.
260	1	Marlowe was arrested by Italian authorities.	There is no way Marlowe could legally leave Italy, especially after an arrest warrant has been issued for him by the authorities. Assisted by Zaleshoff, he succeeds in making his escape from Milan.
262	1	An Indonesian ferry with 300 passengers sank.	"According to the captain, the 1999 ferry was inspected by the Transport Ministry on December 9 and was certified to be in good condition. ""It seems that due to the weather conditions the chance is little, but we still hope,"" Djamal stated. With 17 crew members, and carrying 200 tons of cargo, the ill-fated PT Nur Budi owned and operated ferry sank so fast that the crew ""had no chance to ask the passengers to wear life jackets."""
264	1	Out of an old bulldozer, Heemeyer built a concrete box that no police bullet could penetrate.	Heemeyer cut portholes for his guns, then welded a tight enclosure around them so police bullets could not penetrate.
265	1	Television footage showed several levels of the multi-level supermarket covered in soot, including the lower level parking garage.	Witnesses told police a gas canister exploded to start the fire in a multilevel building which houses the Ycua Bolanos supermarket, a food court and a parking garage, causing the bottom floor to collapse.
268	1	Bacteria is winning the war against antibiotics.	In 1983, McClintock found that bacteria have rings of DNA (plasmids) that reproduce and have genetic changes that tell the bacteria how to defend itself against the antibiotics.
269	1	Jennie Beavers Stewart is a share-holder of Carolina Analytical Laboratory.	According to NC Articles of Organization, the members of LLC company are H. Nelson Beavers, III, H. Chester Beavers and Jennie Beavers Stewart.
270	1	BAT acquired production interests in the Ukraine, Hungary and Russia.	In Russia, BAT is setting up a joint venture with Yava, Moscow's largest cigarette factory.
271	1	John W. Hinckley Jr. shot Reagan in the chest.	Reagan was seriously wounded by a bullet fired by John Hinckley Jr.
272	1	Lana Clarkson and Phil Spector were engaged.	(CBS/ AP)  Rock music producer Phil Spector was convicted Monday of second-degree murder in the shooting death of actress Lana Clarkson at his mansion six years ago. A Superior Court jury returned the verdict after an estimated 29 to 30 hours of deliberations. The jury had the option of choosing involuntary manslaughter, but did not do so. Spector had no obvious reaction. His attorney argued that he should remain free on bail pending the May 29 sentencing but Judge Larry Paul Fidler accepted the prosecution's argument that he be remanded to jail immediately.
273	1	Rich and poor nations crashed into a historic deal on Sunday.	Rich and poor nations struck a historic deal on Sunday to slash billions of dollars in farm subsidies, create more open industrial markets and revive stalled world trade talks that could boost global growth.
275	1	Organic fertilizers are used as soil enhancers.	Humic acids are complex organic molecules formed by the breakdown of organic matter in the soil. They are not considered to be fertilizers, but soil enhancers and improvers.
276	1	Bechtolsheim was the owner of Cisco Systems.	Bechtolsheim left Sun in 1995 to found Granite Systems, a maker of high-speed networking systems, which he later sold to Cisco Systems.
280	1	Bush will meet the presidents of Iraq and Syria in Tehran.	A Pentagon committee and the congressionally chartered Iraq Study Group have been preparing reports for Bush, and Iran has asked the presidents of Iraq and Syria to meet in Tehran.
282	1	Crude oil prices rose to $37.80 per barrel	Crude oil for April delivery traded at $37.80 a barrel, down 28 cents
283	1	Boise to acquire OfficeMax.	Boise and OfficeMax customers will have the opportunity to get involved with the Belief in Hope campaign in a variety of ways.
284	1	Sofia is located in Britain.	BTA said those injured in the fire at Borovets, 22 miles southeast of Sofia, were from Britain, the Soviet Union, West Germany, the Netherlands, Greece and Denmark.
285	1	The moon Titan has a diameter of 5100 kilometers.	The new moon, which is only about 25 miles in diameter, was actually photographed 13 years ago by the Voyager 2.
286	1	NATO Secretary General Willy Claes resigned.	Claes denied categorically that they had ever known of the existence of an Agusta proposal, and told the NATO ambassadors that he did not know anything about an Agusta payment to the Socialist Party.
288	1	Weapons inspectors will go back to Iraq.	The weapon Inspectors have had since 1991 to peacefully disarm Iraq of its weapons of mass destruction.
